SensorID,Temp,Salinity,PH,NH4,DO,CA,Timestamp
Sensor-17,26.76,0.27,7.28,14.72,5.73,4.60,2025-06-03 08:54:36
Sensor-18,29.32,0.32,8.36,20.32,10.35,8.74,2025-06-03 00:13:56
Sensor-19,20.61,0.20,7.01,26.81,9.47,9.67,2025-06-03 01:34:30
Sensor-20,27.65,0.38,8.25,29.04,8.90,5.94,2025-06-03 00:40:08
Sensor-21,11.98,1.21,4.77,48.74,11.18,7.14,2025-06-02 13:48:16
Sensor-22,23.73,0.82,6.65,88.15,4.16,5.81,2025-06-02 22:39:33
Sensor-23,20.55,0.48,8.34,7.03,5.96,7.75,2025-06-02 12:04:01
Sensor-24,36.28,1.15,8.43,98.94,4.59,14.68,2025-06-03 05:54:47
Sensor-25,12.77,0.96,7.06,86.06,9.08,14.30,2025-06-03 01:11:59
Sensor-26,24.79,0.28,7.37,49.84,9.18,8.85,2025-06-02 13:45:27
Sensor-27,21.41,0.40,7.10,3.97,11.99,5.26,2025-06-03 07:23:35
Sensor-28,25.57,0.14,8.12,24.97,11.26,7.38,2025-06-03 05:28:30
Sensor-29,22.25,1.51,5.40,88.76,10.38,7.56,2025-06-02 21:10:45
Sensor-30,29.70,0.32,7.13,5.13,11.82,8.49,2025-06-02 15:52:38
Sensor-31,11.25,1.38,9.30,80.96,10.90,10.68,2025-06-03 02:23:01
Sensor-32,29.99,0.18,7.47,2.30,5.28,5.09,2025-06-03 08:48:13
Sensor-33,10.83,1.92,3.31,77.29,4.28,9.85,2025-06-02 17:02:47
Sensor-34,29.77,0.47,7.22,31.40,11.17,9.95,2025-06-03 03:39:49
Sensor-35,36.18,1.51,9.65,72.80,11.01,9.24,2025-06-03 03:47:05
Sensor-36,24.98,0.10,7.42,8.38,11.79,3.80,2025-06-03 03:07:43
Sensor-37,36.36,1.46,5.93,68.62,1.26,14.53,2025-06-02 15:23:30
Sensor-38,38.71,1.08,6.17,53.04,12.72,0.67,2025-06-03 02:23:40
Sensor-39,20.45,0.41,7.61,1.13,9.92,7.65,2025-06-02 17:48:33
Sensor-40,23.28,0.44,8.38,29.46,8.43,7.24,2025-06-02 11:39:28
Sensor-41,25.04,0.18,7.50,48.63,6.20,8.08,2025-06-03 07:19:26
Sensor-42,19.51,1.95,5.50,47.62,2.95,8.92,2025-06-02 21:55:01
Sensor-43,32.88,0.58,7.88,69.27,14.08,8.55,2025-06-02 15:38:39
Sensor-44,27.02,0.28,7.90,47.92,11.86,3.58,2025-06-02 18:29:01
Sensor-45,23.62,0.41,7.83,37.59,9.70,7.95,2025-06-02 20:42:03
Sensor-46,21.07,0.13,8.04,24.56,11.65,3.30,2025-06-02 18:58:37
Sensor-47,20.67,0.16,6.87,41.27,11.92,6.05,2025-06-02 12:04:57
Sensor-48,21.45,0.08,8.35,35.46,6.83,8.11,2025-06-02 16:07:28
Sensor-49,20.84,0.65,5.02,83.72,8.01,0.33,2025-06-03 06:36:58
Sensor-50,15.28,1.81,9.91,41.41,11.16,13.84,2025-06-03 04:28:59
Sensor-51,23.67,0.12,6.74,37.41,9.57,8.64,2025-06-03 04:26:15
Sensor-52,29.09,1.01,9.71,62.18,0.02,12.34,2025-06-03 08:06:55
Sensor-53,20.54,0.88,8.79,94.67,5.04,8.17,2025-06-02 22:12:27
Sensor-54,20.50,0.23,8.26,35.89,10.93,8.74,2025-06-03 02:42:00
Sensor-55,29.97,0.06,7.12,11.73,5.92,5.89,2025-06-03 07:17:56
Sensor-56,21.65,0.01,8.18,9.54,7.69,3.95,2025-06-02 21:47:38
Sensor-57,24.20,0.93,9.21,77.31,4.01,10.50,2025-06-02 14:38:16
Sensor-58,11.22,1.40,6.10,50.31,12.60,4.73,2025-06-02 14:31:50
Sensor-59,20.88,0.62,5.52,43.21,11.55,4.97,2025-06-02 17:26:00
Sensor-60,14.71,1.73,3.17,58.72,13.13,2.91,2025-06-03 08:06:22
Sensor-61,24.29,0.46,6.54,9.39,6.58,8.99,2025-06-02 11:31:07
Sensor-62,38.87,0.81,7.53,40.44,2.66,2.05,2025-06-02 12:44:57
Sensor-63,24.41,0.04,8.28,27.07,6.77,8.04,2025-06-02 19:19:05
Sensor-64,15.59,1.31,5.29,85.90,7.77,14.55,2025-06-02 18:12:12
Sensor-65,18.26,0.58,8.45,63.26,6.47,9.54,2025-06-02 14:25:28
Sensor-66,23.93,0.33,7.84,15.21,11.00,7.35,2025-06-03 02:26:44
Sensor-67,21.82,1.33,9.97,73.67,1.85,8.02,2025-06-03 06:09:35
Sensor-68,33.87,1.20,3.14,68.98,2.15,12.41,2025-06-02 09:43:31
Sensor-69,26.28,1.87,9.34,53.47,13.01,6.56,2025-06-03 07:26:05
Sensor-70,28.41,0.02,8.17,45.14,10.06,9.72,2025-06-03 03:15:18
Sensor-71,11.19,1.75,8.89,53.38,9.55,5.58,2025-06-03 03:38:02
Sensor-72,31.56,1.12,6.70,43.53,0.98,3.53,2025-06-03 05:07:24
Sensor-73,15.45,0.59,8.26,95.93,3.37,9.10,2025-06-03 05:24:25
Sensor-74,17.26,1.37,7.65,77.89,0.83,6.50,2025-06-02 23:24:32
Sensor-75,21.85,0.25,7.82,32.44,10.70,5.31,2025-06-02 17:35:01
Sensor-76,33.24,1.04,8.57,68.83,10.10,11.38,2025-06-03 06:09:38
Sensor-77,19.89,1.71,9.61,83.09,13.87,14.62,2025-06-02 10:48:06
Sensor-78,39.69,1.01,8.42,76.82,9.29,12.03,2025-06-02 18:39:10
Sensor-79,30.09,0.92,3.66,63.89,3.73,6.64,2025-06-02 23:47:06
Sensor-80,17.60,1.03,8.00,55.66,12.64,9.78,2025-06-02 15:18:20
Sensor-81,35.77,0.58,4.49,54.48,3.25,5.54,2025-06-02 16:08:23
Sensor-82,22.22,0.69,5.98,50.18,14.08,10.38,2025-06-02 14:03:30
Sensor-83,23.29,0.30,8.25,16.98,12.00,5.90,2025-06-03 09:02:09
Sensor-84,20.68,0.44,9.50,57.86,3.67,8.37,2025-06-02 17:37:08
Sensor-85,24.13,0.35,6.79,20.40,9.29,8.32,2025-06-03 01:44:50
Sensor-86,27.46,0.39,7.68,37.43,10.25,6.62,2025-06-02 13:50:17
Sensor-87,23.28,0.48,7.16,14.91,8.11,9.85,2025-06-03 01:17:46
Sensor-88,24.12,0.43,8.48,5.09,11.22,3.78,2025-06-03 07:29:17
Sensor-89,26.90,0.16,7.05,20.24,9.12,8.96,2025-06-02 22:19:24
Sensor-90,24.75,0.21,6.65,28.34,9.32,6.09,2025-06-03 01:04:21
Sensor-91,20.89,0.21,6.92,32.91,6.82,5.93,2025-06-02 22:42:57
Sensor-92,28.79,0.27,7.50,36.56,11.44,3.54,2025-06-03 02:23:53
Sensor-93,10.39,1.99,6.43,65.84,4.93,3.18,2025-06-02 09:24:25
Sensor-94,29.82,0.43,7.42,1.19,10.85,8.45,2025-06-02 19:18:25
Sensor-95,24.64,0.04,7.78,25.84,6.94,4.34,2025-06-02 09:46:33
Sensor-96,16.96,1.84,7.61,64.23,5.98,6.27,2025-06-02 22:44:24
Sensor-97,29.41,0.65,7.52,50.64,10.72,3.74,2025-06-02 18:09:12
Sensor-98,19.52,1.64,5.90,59.47,0.12,0.24,2025-06-03 07:57:36
Sensor-99,29.40,1.75,3.08,46.74,3.36,9.29,2025-06-02 09:51:21
Sensor-100,14.87,1.02,4.10,66.48,12.18,10.58,2025-06-02 22:26:18
Sensor-1,21.53,0.44,7.50,16.75,10.95,4.17,2025-06-02 17:40:59
Sensor-2,23.07,0.30,6.53,30.30,11.71,8.14,2025-06-03 06:48:01
Sensor-3,24.34,1.94,4.08,73.31,7.16,7.23,2025-06-02 18:26:51
Sensor-4,26.62,1.45,7.64,89.80,7.68,13.28,2025-06-02 13:54:07
Sensor-5,28.09,0.12,7.74,42.21,5.99,3.04,2025-06-03 03:20:27
Sensor-6,22.62,1.20,6.82,98.56,1.35,11.30,2025-06-02 21:33:08
Sensor-7,38.90,1.67,9.77,40.93,4.58,11.70,2025-06-02 17:05:49
Sensor-8,23.11,0.18,6.86,16.94,6.39,3.80,2025-06-02 23:32:41
Sensor-9,29.42,0.26,7.99,22.92,5.96,7.88,2025-06-02 17:39:32
Sensor-10,28.67,0.26,7.96,47.21,11.98,7.06,2025-06-02 23:40:37
Sensor-11,38.23,0.42,8.55,91.60,8.78,8.09,2025-06-03 03:56:28
Sensor-12,33.75,1.26,5.52,73.92,0.50,14.79,2025-06-03 01:20:10
Sensor-13,27.81,0.04,7.23,18.70,5.63,9.59,2025-06-02 09:24:39
Sensor-14,27.74,0.05,8.36,28.62,7.49,9.24,2025-06-03 02:47:03
Sensor-15,28.05,0.15,6.81,13.20,7.60,8.14,2025-06-03 06:23:52
Sensor-16,26.75,1.84,6.61,80.38,1.43,6.24,2025-06-03 02:39:48
Sensor-17,28.03,0.15,7.64,40.11,7.74,4.11,2025-06-03 06:07:35
Sensor-18,36.90,1.30,6.93,57.42,11.44,8.35,2025-06-02 10:37:58
Sensor-19,25.35,0.64,4.75,95.88,1.70,9.21,2025-06-03 02:43:22
Sensor-20,26.33,0.17,7.30,10.97,10.59,6.43,2025-06-02 11:36:08
Sensor-21,23.74,0.28,6.83,42.85,11.31,6.46,2025-06-02 11:35:16
Sensor-22,21.36,0.88,4.35,74.54,1.89,2.78,2025-06-02 13:56:31
Sensor-23,11.72,0.78,6.48,68.85,0.19,9.78,2025-06-02 12:56:02
Sensor-24,25.78,0.49,7.83,36.66,11.67,3.40,2025-06-02 16:53:00
Sensor-25,24.72,0.27,6.62,15.77,8.48,7.78,2025-06-02 13:53:02
Sensor-26,19.46,1.23,4.46,62.30,10.72,12.26,2025-06-02 17:09:40
Sensor-27,18.90,1.72,3.26,82.41,8.46,13.06,2025-06-02 14:57:37
Sensor-28,39.11,1.23,8.07,51.27,11.23,12.49,2025-06-03 06:57:59
Sensor-29,24.45,0.05,8.09,31.27,6.72,6.47,2025-06-02 13:04:01
Sensor-30,21.59,0.41,7.32,7.99,7.77,9.70,2025-06-02 15:42:23
Sensor-31,13.53,1.62,6.94,54.46,9.71,8.57,2025-06-02 21:20:02
Sensor-32,37.28,1.78,8.51,77.43,5.54,12.69,2025-06-02 16:20:29
Sensor-33,20.71,0.36,6.87,44.13,6.70,9.36,2025-06-02 21:17:24
Sensor-34,15.27,1.12,7.47,55.86,3.85,10.42,2025-06-02 10:21:33
Sensor-35,22.84,0.44,6.61,37.57,6.70,9.07,2025-06-03 05:21:26
Sensor-36,16.46,0.67,3.78,91.12,13.09,0.36,2025-06-03 06:46:20
Sensor-37,14.73,0.87,8.86,88.40,14.05,14.83,2025-06-02 14:53:26
Sensor-38,38.24,1.61,5.18,40.14,0.36,10.18,2025-06-03 00:28:59
Sensor-39,10.17,1.43,8.79,60.40,2.92,0.45,2025-06-03 06:48:33
Sensor-40,27.22,0.86,6.54,47.68,10.22,2.01,2025-06-03 05:15:38
Sensor-41,25.28,0.46,7.33,17.04,5.48,7.25,2025-06-02 21:51:18
Sensor-42,29.70,0.45,7.65,18.06,7.35,5.54,2025-06-02 21:54:54
Sensor-43,20.47,0.23,8.29,45.14,6.77,9.36,2025-06-02 13:40:36
Sensor-44,26.03,0.26,7.05,25.30,11.80,5.81,2025-06-02 15:38:27
Sensor-45,28.12,0.34,8.31,3.89,5.14,8.09,2025-06-03 05:22:23
Sensor-46,37.53,0.88,6.14,89.69,1.62,9.37,2025-06-02 17:59:39
Sensor-47,24.13,1.62,8.48,97.40,9.37,6.09,2025-06-02 19:00:25
Sensor-48,26.77,0.38,6.61,45.51,11.27,4.94,2025-06-03 02:13:11
Sensor-49,27.43,0.21,6.55,1.92,5.56,9.38,2025-06-02 17:52:43
Sensor-50,25.79,0.37,7.91,35.91,8.15,9.52,2025-06-03 01:48:04
Sensor-51,21.80,1.32,7.40,94.72,3.16,6.02,2025-06-03 03:44:47
Sensor-52,11.59,1.51,5.45,67.99,8.82,7.30,2025-06-02 21:50:47
Sensor-53,19.79,1.46,9.23,70.39,5.55,6.97,2025-06-03 01:49:42
Sensor-54,24.84,0.18,7.33,39.57,10.63,3.19,2025-06-02 22:47:53
Sensor-55,21.26,0.10,6.94,15.77,5.58,5.20,2025-06-02 13:16:42
Sensor-56,26.66,0.38,7.33,43.33,9.70,7.43,2025-06-03 07:02:45
Sensor-57,20.77,0.49,4.23,99.65,9.56,1.65,2025-06-03 06:12:42
Sensor-58,24.72,0.39,7.28,1.05,10.68,5.19,2025-06-03 08:40:55
Sensor-59,21.28,0.40,7.17,16.87,5.90,9.27,2025-06-02 19:31:35
Sensor-60,24.57,0.21,8.04,40.34,11.65,7.88,2025-06-02 20:48:46
Sensor-61,26.12,0.09,8.18,24.38,11.42,8.72,2025-06-02 17:58:03
Sensor-62,21.70,0.31,7.88,40.43,7.87,3.21,2025-06-03 05:35:38
Sensor-63,20.87,0.12,8.45,2.15,11.38,8.29,2025-06-03 03:01:31
Sensor-64,28.74,0.35,8.42,3.12,11.33,6.77,2025-06-03 00:18:59
Sensor-65,24.10,0.00,8.29,7.10,9.62,3.62,2025-06-03 08:01:52
Sensor-66,19.61,1.80,7.62,96.00,3.20,14.90,2025-06-02 16:30:57
Sensor-67,20.05,0.47,6.81,31.66,11.82,9.63,2025-06-02 23:24:21
Sensor-68,29.69,0.40,6.75,32.27,5.99,3.58,2025-06-03 00:34:01
Sensor-69,22.45,1.94,8.35,53.68,10.18,1.75,2025-06-03 08:14:05
Sensor-70,23.57,0.90,7.94,77.21,6.22,10.55,2025-06-02 21:05:32
Sensor-71,33.67,1.09,6.86,58.49,12.16,4.17,2025-06-02 20:11:32
Sensor-72,34.46,0.80,9.82,58.87,2.26,7.70,2025-06-02 20:03:24
Sensor-73,28.08,1.44,6.12,57.50,6.24,1.64,2025-06-03 03:59:52
Sensor-74,28.20,1.62,8.70,97.56,4.14,4.75,2025-06-02 23:11:53
Sensor-75,24.08,0.16,7.37,11.31,10.55,3.58,2025-06-03 08:13:21
Sensor-76,21.00,0.05,7.33,37.71,5.64,5.09,2025-06-03 00:26:28
Sensor-77,17.87,0.90,5.45,76.93,1.62,3.96,2025-06-03 06:38:21
Sensor-78,35.83,1.28,9.23,48.43,10.64,0.14,2025-06-02 15:41:07
Sensor-79,26.06,1.90,6.22,53.50,8.04,5.61,2025-06-02 22:07:24
Sensor-80,27.63,0.44,7.40,3.08,7.88,5.25,2025-06-03 05:54:24
Sensor-81,29.39,0.67,6.66,40.48,6.32,7.08,2025-06-02 12:06:48
Sensor-82,36.66,0.54,7.92,66.25,0.45,0.47,2025-06-02 10:48:11
Sensor-83,27.25,0.42,8.26,10.82,10.32,7.65,2025-06-02 21:04:13
Sensor-84,30.72,0.92,6.06,68.88,4.17,4.36,2025-06-02 23:11:02
Sensor-85,33.56,1.17,7.29,46.30,1.04,5.24,2025-06-02 15:28:33
Sensor-86,24.41,0.86,4.02,71.08,10.82,10.96,2025-06-03 01:10:34
Sensor-87,29.00,0.24,7.97,19.52,10.42,6.56,2025-06-03 07:55:30
Sensor-88,20.71,0.15,8.35,47.59,8.86,5.29,2025-06-02 16:06:35
Sensor-89,20.82,0.26,6.79,48.89,8.10,4.29,2025-06-02 17:55:33
Sensor-90,32.28,1.20,7.31,93.51,5.82,4.99,2025-06-02 23:17:14
Sensor-91,22.24,0.10,7.54,16.70,9.48,3.60,2025-06-02 13:46:14
Sensor-92,37.82,0.48,3.65,65.45,8.14,1.19,2025-06-03 01:48:40
Sensor-93,28.70,0.26,7.50,10.20,8.56,6.61,2025-06-02 10:23:55
Sensor-94,23.68,0.73,9.05,48.55,7.00,6.92,2025-06-02 16:04:58
Sensor-95,31.21,1.11,7.34,47.51,0.46,12.69,2025-06-02 23:17:35
Sensor-96,24.48,0.46,7.39,83.20,1.53,10.61,2025-06-02 10:07:35
Sensor-97,20.39,1.12,3.40,89.30,9.51,4.42,2025-06-03 05:16:15
Sensor-98,21.23,0.22,7.96,21.33,10.95,7.84,2025-06-03 01:36:27
Sensor-99,24.54,0.08,7.29,4.47,10.36,5.18,2025-06-03 06:44:54
Sensor-100,11.13,0.66,3.83,71.65,11.15,0.26,2025-06-02 13:04:29
Sensor-1,35.42,1.73,8.81,85.49,1.04,13.37,2025-06-03 08:53:10
Sensor-2,21.98,0.38,6.58,32.19,8.46,8.24,2025-06-02 10:08:39
Sensor-3,22.77,0.89,7.83,58.30,10.43,13.45,2025-06-02 20:22:14
Sensor-4,28.36,0.17,7.56,1.03,8.10,6.91,2025-06-03 06:52:20
Sensor-5,29.13,1.06,7.87,49.47,0.73,12.33,2025-06-02 09:34:43
Sensor-6,22.72,1.90,4.21,76.34,9.08,7.97,2025-06-02 21:16:20
Sensor-7,14.79,1.79,6.73,61.01,0.89,3.17,2025-06-02 20:36:01
Sensor-8,32.30,1.11,6.62,96.16,2.85,4.70,2025-06-02 22:14:07
Sensor-9,34.47,1.83,4.41,51.83,6.82,14.88,2025-06-02 11:22:55
Sensor-10,28.44,0.37,8.17,30.31,9.84,6.93,2025-06-02 23:26:42
Sensor-11,26.37,1.92,4.87,47.20,3.69,2.66,2025-06-02 18:26:29
Sensor-12,26.09,0.36,6.93,47.75,10.11,4.32,2025-06-03 08:22:52
Sensor-13,23.24,0.30,6.87,44.58,6.49,5.47,2025-06-03 00:16:42
Sensor-14,39.76,1.24,4.88,73.24,5.03,8.00,2025-06-03 03:46:49
Sensor-15,17.88,1.97,6.67,76.40,10.18,6.84,2025-06-03 01:52:05
Sensor-16,23.31,0.15,8.32,39.96,10.18,8.14,2025-06-02 11:19:05
Sensor-17,29.81,0.41,8.48,1.68,6.02,5.33,2025-06-02 22:23:05
Sensor-18,25.77,0.24,7.11,36.52,11.59,8.70,2025-06-03 02:51:19
Sensor-19,27.53,0.02,7.93,2.55,11.05,4.47,2025-06-03 08:11:44
Sensor-20,25.98,0.45,7.59,37.76,9.86,3.73,2025-06-03 07:07:06
Sensor-21,28.34,0.39,8.08,46.37,7.31,7.24,2025-06-02 14:53:20
Sensor-22,29.30,1.97,8.51,75.99,3.08,7.49,2025-06-03 08:09:54
Sensor-23,21.81,0.43,4.11,91.02,11.37,1.94,2025-06-02 14:06:34
Sensor-24,21.49,0.03,6.98,24.58,7.26,9.92,2025-06-02 23:40:53
Sensor-25,25.76,0.32,7.71,16.29,8.85,7.69,2025-06-02 09:45:41
Sensor-26,28.45,0.35,7.25,8.38,5.63,5.37,2025-06-02 19:35:45
Sensor-27,36.71,1.94,8.96,62.91,0.85,1.91,2025-06-03 08:36:50
Sensor-28,10.51,1.24,4.82,82.08,5.70,4.55,2025-06-02 18:21:23
Sensor-29,25.65,0.37,7.60,14.07,5.39,5.61,2025-06-02 17:27:34
Sensor-30,13.98,1.09,8.85,67.86,11.75,11.63,2025-06-03 08:16:07
Sensor-31,13.99,1.45,6.80,74.79,0.98,8.57,2025-06-02 13:35:48
Sensor-32,18.66,1.67,4.46,70.81,6.30,5.69,2025-06-03 02:04:11
Sensor-33,22.81,0.71,3.60,64.66,1.65,6.90,2025-06-02 15:18:48
Sensor-34,27.96,0.00,7.50,25.77,6.71,6.31,2025-06-03 08:51:52
Sensor-35,23.71,0.22,6.75,36.66,7.86,5.43,2025-06-03 04:45:29
Sensor-36,28.60,1.24,3.25,71.82,1.34,4.72,2025-06-02 23:06:20
Sensor-37,18.64,1.39,3.07,83.53,9.15,10.73,2025-06-03 06:56:51
Sensor-38,27.43,0.25,7.07,46.29,9.92,8.08,2025-06-02 21:18:58
Sensor-39,20.74,0.10,6.89,22.02,6.21,3.33,2025-06-02 16:27:00
Sensor-40,19.87,0.59,4.07,89.99,6.89,7.14,2025-06-02 20:09:03
Sensor-41,32.61,1.84,4.27,65.83,1.85,4.40,2025-06-02 13:25:27
Sensor-42,25.19,0.48,7.11,5.89,9.23,3.13,2025-06-03 08:08:08
Sensor-43,15.62,1.22,4.81,60.17,3.47,1.47,2025-06-02 17:29:22
Sensor-44,26.42,0.46,7.74,9.79,8.66,9.22,2025-06-03 01:08:58
Sensor-45,23.88,0.15,6.80,27.03,5.43,8.01,2025-06-03 00:28:02
Sensor-46,32.51,1.82,4.89,89.86,14.31,12.13,2025-06-03 05:31:11
Sensor-47,38.15,2.00,6.23,76.55,11.18,6.08,2025-06-03 01:09:41
Sensor-48,24.03,0.04,8.08,16.38,8.50,8.74,2025-06-02 22:43:34
Sensor-49,28.56,0.50,8.46,25.64,10.68,7.36,2025-06-02 18:23:00
Sensor-50,12.24,1.33,6.47,67.77,3.16,4.52,2025-06-03 03:09:05
Sensor-51,15.58,0.96,6.57,93.81,2.85,9.68,2025-06-02 11:08:28
Sensor-52,38.23,1.46,5.85,76.76,5.05,1.84,2025-06-02 16:17:04
Sensor-53,24.40,0.39,8.32,48.44,10.41,9.13,2025-06-02 14:50:55
Sensor-54,21.02,0.02,6.64,27.44,6.04,8.91,2025-06-02 20:15:32
Sensor-55,22.11,0.16,7.40,14.96,10.80,8.95,2025-06-03 05:37:51
Sensor-56,21.77,1.06,4.56,98.04,11.95,9.42,2025-06-02 18:37:29
Sensor-57,20.25,1.92,4.69,83.53,4.25,12.76,2025-06-02 18:30:18
Sensor-58,24.02,0.32,7.84,13.11,5.60,4.77,2025-06-02 22:13:39
Sensor-59,23.32,1.22,8.39,96.68,4.25,11.97,2025-06-03 04:29:01
Sensor-60,25.90,0.46,7.95,48.01,6.61,9.63,2025-06-03 00:41:20
Sensor-61,29.77,0.86,4.13,64.68,2.20,14.75,2025-06-03 06:38:32
Sensor-62,33.09,1.20,4.25,77.96,13.80,9.67,2025-06-03 01:25:54
Sensor-63,17.76,1.36,6.42,72.13,7.56,13.95,2025-06-02 11:28:22
Sensor-64,20.79,0.54,8.71,66.20,11.38,6.14,2025-06-03 01:57:35
Sensor-65,30.43,0.99,7.88,73.79,5.53,11.17,2025-06-03 04:55:23
Sensor-66,28.96,0.20,7.63,20.44,7.80,9.08,2025-06-03 02:19:05
Sensor-67,23.25,0.42,7.10,37.16,7.14,5.28,2025-06-02 10:42:56
Sensor-68,27.61,0.48,8.08,17.37,6.92,7.60,2025-06-02 20:15:56
Sensor-69,20.38,0.16,7.45,0.83,6.97,7.54,2025-06-02 21:46:46
Sensor-70,31.89,0.83,3.39,63.92,6.22,2.25,2025-06-02 10:00:39
Sensor-71,27.09,0.47,7.60,37.52,8.72,8.19,2025-06-02 16:31:46
Sensor-72,23.64,1.71,9.16,44.21,12.32,7.09,2025-06-03 00:18:20
Sensor-73,28.22,0.35,6.77,5.30,6.56,4.71,2025-06-02 15:55:41
Sensor-74,27.95,0.11,8.32,43.60,6.13,7.10,2025-06-03 04:23:20
Sensor-75,20.74,0.50,6.60,14.83,7.37,4.12,2025-06-03 06:56:09
Sensor-76,29.26,1.01,7.73,77.29,4.68,0.36,2025-06-02 23:53:56
Sensor-77,36.03,0.97,6.39,48.75,11.07,4.73,2025-06-02 16:51:48
Sensor-78,38.89,1.60,7.22,79.37,14.36,9.05,2025-06-03 07:26:30
Sensor-79,31.41,0.64,5.82,47.03,5.33,2.42,2025-06-02 18:47:51
Sensor-80,24.51,0.29,6.78,27.32,5.18,3.73,2025-06-03 01:13:13
Sensor-81,22.21,0.13,8.37,45.35,11.33,4.48,2025-06-03 07:19:08
Sensor-82,23.61,0.30,8.35,16.15,6.74,6.36,2025-06-03 05:44:03
Sensor-83,21.49,0.05,8.03,19.88,6.81,6.88,2025-06-02 14:46:52
Sensor-84,28.77,0.26,8.46,0.82,7.22,5.50,2025-06-02 14:11:12
Sensor-85,29.95,1.10,9.09,66.26,0.48,4.87,2025-06-02 10:25:20
Sensor-86,20.42,0.02,7.07,2.42,5.73,3.80,2025-06-03 06:57:49
Sensor-87,28.39,0.38,6.92,33.41,11.57,3.07,2025-06-02 23:51:37
Sensor-88,15.24,0.45,5.00,93.10,9.97,0.11,2025-06-03 03:09:59
Sensor-89,31.04,0.92,4.66,47.52,2.54,1.23,2025-06-02 20:02:18
Sensor-90,25.47,0.47,7.30,48.98,7.91,6.11,2025-06-02 13:12:18
Sensor-91,38.39,1.17,4.93,40.91,10.42,11.19,2025-06-03 04:09:51
Sensor-92,23.69,0.30,6.91,36.10,5.03,8.43,2025-06-02 22:03:08
Sensor-93,22.15,0.26,7.34,3.51,7.11,3.85,2025-06-02 18:44:24
Sensor-94,25.48,0.50,8.22,47.73,7.18,9.74,2025-06-02 09:55:19
Sensor-95,27.23,0.78,4.89,58.54,5.11,0.11,2025-06-03 08:35:37
Sensor-96,22.01,0.11,7.41,18.88,5.21,8.39,2025-06-03 02:51:45
Sensor-97,22.54,0.18,7.77,31.12,6.13,3.44,2025-06-02 23:50:49
Sensor-98,18.52,0.75,4.31,93.31,4.72,11.90,2025-06-02 23:08:41
Sensor-99,28.26,0.26,7.50,36.55,10.45,8.46,2025-06-02 20:06:22
Sensor-100,28.89,0.08,7.63,3.85,7.30,3.20,2025-06-02 19:16:29
Sensor-1,10.61,1.01,6.99,74.90,14.97,2.68,2025-06-03 02:41:55
Sensor-2,33.19,1.83,6.89,72.58,7.99,2.96,2025-06-02 21:21:24
Sensor-3,24.76,0.45,7.20,39.98,5.46,7.22,2025-06-03 08:03:33
Sensor-4,26.30,0.19,7.53,7.87,8.87,5.29,2025-06-03 03:04:03
Sensor-5,34.94,1.71,9.40,73.98,3.48,12.78,2025-06-02 22:30:37
Sensor-6,31.79,1.13,4.26,54.18,6.69,14.86,2025-06-03 08:39:02
Sensor-7,26.48,1.71,6.53,52.69,6.56,0.36,2025-06-02 14:59:21
Sensor-8,29.11,0.10,6.66,24.94,10.13,3.30,2025-06-02 13:00:56
Sensor-9,20.94,1.97,7.36,94.27,5.01,4.52,2025-06-03 01:49:18
Sensor-10,23.16,1.27,9.99,42.47,9.92,1.63,2025-06-02 19:50:45
Sensor-11,28.93,1.46,8.53,61.72,8.04,2.24,2025-06-02 23:41:11
Sensor-12,37.81,0.57,7.66,58.92,12.69,3.32,2025-06-02 20:59:11
Sensor-13,20.08,0.21,6.87,20.79,6.92,6.17,2025-06-02 13:55:54
Sensor-14,12.11,1.47,6.69,83.56,5.27,4.44,2025-06-02 09:48:37
Sensor-15,28.95,0.51,6.48,71.22,11.01,9.33,2025-06-02 23:35:29
Sensor-16,29.40,1.78,3.43,68.60,12.00,4.46,2025-06-02 11:02:54
Sensor-17,26.51,0.19,8.33,21.99,11.04,9.78,2025-06-02 15:31:18
Sensor-18,29.86,0.10,7.10,20.39,7.01,5.10,2025-06-02 15:40:58
Sensor-19,25.87,0.13,7.26,36.56,11.20,6.34,2025-06-02 15:05:39
Sensor-20,19.25,1.71,5.06,89.95,11.34,0.05,2025-06-02 12:32:20
Sensor-21,29.10,0.22,7.39,26.00,7.37,9.22,2025-06-03 00:25:53
Sensor-22,32.11,0.62,6.09,84.06,1.01,7.46,2025-06-02 15:48:14
Sensor-23,33.31,0.91,5.40,52.54,3.33,3.54,2025-06-03 02:43:10
Sensor-24,26.22,0.41,8.49,30.51,10.86,8.63,2025-06-02 10:52:23
Sensor-25,33.94,0.50,7.98,94.20,4.88,3.88,2025-06-02 23:55:55
Sensor-26,29.67,0.49,6.89,69.25,10.92,2.52,2025-06-03 04:10:30
Sensor-27,35.08,1.52,8.63,68.63,7.93,13.36,2025-06-02 18:32:30
Sensor-28,23.43,0.29,7.77,39.46,11.49,5.40,2025-06-03 04:50:50
Sensor-29,20.17,0.31,7.78,25.60,5.19,6.85,2025-06-02 16:19:14
Sensor-30,20.54,0.37,7.42,5.69,10.44,7.88,2025-06-02 22:10:36
Sensor-31,39.79,1.94,7.45,41.63,9.86,0.09,2025-06-03 09:18:39
Sensor-32,20.93,0.34,7.75,38.47,5.89,8.50,2025-06-02 09:27:27
Sensor-33,38.03,0.69,9.38,76.18,13.98,6.10,2025-06-02 15:12:50
